invoice_no,customer_id,country,invoice_date,invoice_month,total_quantity,order_revenue,unique_products
574311,15640,United Kingdom,2011-11-03 16:56:00,2011-11,472,998.72,45
574312,17221,United Kingdom,2011-11-03 17:39:00,2011-11,115,132.28,30
574313,13267,United Kingdom,2011-11-03 17:45:00,2011-11,173,367.69,20
574314,13500,United Kingdom,2011-11-03 17:48:00,2011-11,192,342.4,18
574315,17076,United Kingdom,2011-11-03 17:53:00,2011-11,183,506.88,11
574316,17351,United Kingdom,2011-11-03 18:45:00,2011-11,21,159.85,8
574317,17078,United Kingdom,2011-11-03 18:49:00,2011-11,768,370.4,27
574319,15482,United Kingdom,2011-11-03 19:15:00,2011-11,810,1915.6,9
574320,17078,United Kingdom,2011-11-03 19:17:00,2011-11,20,7.800000000000001,1
574321,16016,United Kingdom,2011-11-03 19:28:00,2011-11,123,287.19,31
574323,16438,United Kingdom,2011-11-03 19:50:00,2011-11,59,114.91,21
574324,16684,United Kingdom,2011-11-04 07:46:00,2011-11,360,1494.0000000000002,1
574325,16839,United Kingdom,2011-11-04 08:12:00,2011-11,260,466.84,5
574326,14913,United Kingdom,2011-11-04 08:29:00,2011-11,381,310.28000000000003,25
574327,13013,United Kingdom,2011-11-04 09:03:00,2011-11,131,315.29,13
574328,13081,United Kingdom,2011-11-04 09:05:00,2011-11,4981,7271.34,208
574329,12362,Belgium,2011-11-04 09:07:00,2011-11,210,477.94,16
574330,12971,United Kingdom,2011-11-04 09:10:00,2011-11,54,63.06,3
574331,13178,United Kingdom,2011-11-04 09:24:00,2011-11,264,262.26,15
574332,12664,Finland,2011-11-04 09:24:00,2011-11,187,760.0,4
574333,16671,United Kingdom,2011-11-04 09:32:00,2011-11,75,156.75,2
574334,16672,United Kingdom,2011-11-04 09:44:00,2011-11,156,537.6,7
574335,13592,United Kingdom,2011-11-04 09:49:00,2011-11,13,42.45,3
574336,12397,Belgium,2011-11-04 09:52:00,2011-11,559,1195.09,56
574338,14150,United Kingdom,2011-11-04 10:05:00,2011-11,234,352.46000000000004,14
574340,17377,United Kingdom,2011-11-04 10:08:00,2011-11,131,157.7,24
574341,18102,United Kingdom,2011-11-04 10:09:00,2011-11,4752,4557.6,11
574342,13447,United Kingdom,2011-11-04 10:10:00,2011-11,183,223.71,16
574343,12576,Poland,2011-11-04 10:11:00,2011-11,302,379.28,26
574345,15845,United Kingdom,2011-11-04 10:18:00,2011-11,168,340.48,16
574346,17930,United Kingdom,2011-11-04 10:23:00,2011-11,252,426.84000000000003,10
574348,13756,United Kingdom,2011-11-04 10:28:00,2011-11,412,610.76,10
574349,13495,United Kingdom,2011-11-04 10:29:00,2011-11,268,659.8,15
574351,17348,United Kingdom,2011-11-04 10:37:00,2011-11,160,111.57,32
574352,18102,United Kingdom,2011-11-04 10:38:00,2011-11,1776,5292.72,14
574353,14659,United Kingdom,2011-11-04 10:46:00,2011-11,145,312.55,28
574354,17203,United Kingdom,2011-11-04 10:47:00,2011-11,328,464.05,16
574355,18102,United Kingdom,2011-11-04 10:48:00,2011-11,32,85.32000000000001,4
574363,18102,United Kingdom,2011-11-04 10:57:00,2011-11,1418,5028.76,13
574368,13004,United Kingdom,2011-11-04 10:59:00,2011-11,253,384.93,27
574383,18102,United Kingdom,2011-11-04 11:03:00,2011-11,16,80.60000000000001,4
574387,12944,United Kingdom,2011-11-04 11:04:00,2011-11,144,317.56,16
574393,13313,United Kingdom,2011-11-04 11:06:00,2011-11,174,324.3,17
574442,12704,Finland,2011-11-04 11:40:00,2011-11,139,561.28,10
574444,18122,United Kingdom,2011-11-04 11:41:00,2011-11,151,198.47,37
574445,15722,United Kingdom,2011-11-04 11:41:00,2011-11,393,713.7600000000001,20
574446,15722,United Kingdom,2011-11-04 11:43:00,2011-11,40,84.0,1
574466,18172,United Kingdom,2011-11-04 11:53:00,2011-11,154,335.72,12
574467,18172,United Kingdom,2011-11-04 11:53:00,2011-11,20,41.6,1
574468,18172,United Kingdom,2011-11-04 11:54:00,2011-11,8,47.6,2
574469,12431,Australia,2011-11-04 11:55:00,2011-11,336,601.44,1
574470,12748,United Kingdom,2011-11-04 11:56:00,2011-11,250,71.7,25
574471,17677,United Kingdom,2011-11-04 11:59:00,2011-11,308,419.12,23
574474,17979,United Kingdom,2011-11-04 12:05:00,2011-11,121,253.17,39
574475,14132,United Kingdom,2011-11-04 12:18:00,2011-11,383,308.15999999999997,23
574476,17203,United Kingdom,2011-11-04 12:20:00,2011-11,147,215.23,55
574477,15453,United Kingdom,2011-11-04 12:21:00,2011-11,270,350.43,54
574478,17203,United Kingdom,2011-11-04 12:27:00,2011-11,258,319.68,33
574479,18035,United Kingdom,2011-11-04 12:39:00,2011-11,186,239.56,22
574480,15010,United Kingdom,2011-11-04 12:42:00,2011-11,184,308.94,20
574481,18022,United Kingdom,2011-11-04 12:45:00,2011-11,736,668.11,141
574482,17193,United Kingdom,2011-11-04 12:47:00,2011-11,14,16.54,2
574484,14388,United Kingdom,2011-11-04 12:50:00,2011-11,350,463.09000000000003,30
574485,13798,United Kingdom,2011-11-04 12:56:00,2011-11,324,570.9200000000001,5
574490,17690,United Kingdom,2011-11-04 13:04:00,2011-11,184,269.1,18
574491,16318,United Kingdom,2011-11-04 13:05:00,2011-11,199,328.15,19
574501,12577,France,2011-11-04 13:15:00,2011-11,304,327.89,57
574502,17274,United Kingdom,2011-11-04 13:16:00,2011-11,79,111.97999999999999,24
574506,12577,France,2011-11-04 13:24:00,2011-11,34,134.02,20
574509,16012,United Kingdom,2011-11-04 13:25:00,2011-11,248,283.17,40
574511,15597,United Kingdom,2011-11-04 13:26:00,2011-11,279,324.57,22
574513,15291,United Kingdom,2011-11-04 13:31:00,2011-11,232,461.15999999999997,8
574514,15311,United Kingdom,2011-11-04 13:34:00,2011-11,518,627.0,20
574521,15358,United Kingdom,2011-11-04 13:44:00,2011-11,198,379.7,23
574523,18167,United Kingdom,2011-11-04 13:51:00,2011-11,108,390.6,9
574528,16782,United Kingdom,2011-11-04 14:03:00,2011-11,62,155.25,9
574529,17233,United Kingdom,2011-11-04 14:06:00,2011-11,131,190.88,25
574530,16887,United Kingdom,2011-11-04 14:07:00,2011-11,157,194.88,35
574531,12748,United Kingdom,2011-11-04 14:11:00,2011-11,71,37.29,6
574532,15676,United Kingdom,2011-11-04 14:19:00,2011-11,1627,2370.04,135
574533,12928,United Kingdom,2011-11-04 14:24:00,2011-11,566,592.5600000000001,11
574534,15061,United Kingdom,2011-11-04 14:26:00,2011-11,1005,2118.12,16
574535,16555,United Kingdom,2011-11-04 14:31:00,2011-11,85,133.91,8
574536,15707,United Kingdom,2011-11-04 14:35:00,2011-11,238,307.95,60
574537,13938,United Kingdom,2011-11-04 14:37:00,2011-11,70,71.66,7
574544,17084,United Kingdom,2011-11-04 14:49:00,2011-11,1283,2044.1,106
574545,17084,United Kingdom,2011-11-04 14:54:00,2011-11,533,905.65,41
574546,13651,United Kingdom,2011-11-04 14:59:00,2011-11,1,15.0,1
574547,17841,United Kingdom,2011-11-04 15:08:00,2011-11,224,502.23,104
574549,17841,United Kingdom,2011-11-04 15:14:00,2011-11,1,1.45,1
574550,12484,Spain,2011-11-04 15:18:00,2011-11,327,738.57,55
574555,16426,United Kingdom,2011-11-04 15:29:00,2011-11,204,221.63,46
574557,17652,United Kingdom,2011-11-04 15:35:00,2011-11,108,165.32000000000002,8
574559,14056,United Kingdom,2011-11-04 15:50:00,2011-11,342,473.72,55
574560,17703,United Kingdom,2011-11-04 15:51:00,2011-11,214,307.78,19
574573,14592,United Kingdom,2011-11-04 16:35:00,2011-11,67,161.29,39
574575,14971,United Kingdom,2011-11-04 17:03:00,2011-11,352,491.51,51
574576,14971,United Kingdom,2011-11-04 17:07:00,2011-11,6,8.7,1
574585,17133,United Kingdom,2011-11-06 09:34:00,2011-11,216,399.6,1
574586,14882,United Kingdom,2011-11-06 10:15:00,2011-11,66,247.9,6
574587,14936,Channel Islands,2011-11-06 10:29:00,2011-11,616,1228.24,61
574588,14936,Channel Islands,2011-11-06 10:30:00,2011-11,22,74.9,3
574589,15017,United Kingdom,2011-11-06 10:33:00,2011-11,63,125.58,20
574590,18077,United Kingdom,2011-11-06 10:44:00,2011-11,166,335.86,22
574591,15745,United Kingdom,2011-11-06 10:47:00,2011-11,115,309.53000000000003,17
574592,14820,United Kingdom,2011-11-06 10:49:00,2011-11,58,139.1,8
574619,15952,United Kingdom,2011-11-06 11:18:00,2011-11,143,225.17000000000002,27
574624,17769,United Kingdom,2011-11-06 11:20:00,2011-11,197,568.44,33
574629,16326,United Kingdom,2011-11-06 11:21:00,2011-11,54,218.98,27
574631,12882,United Kingdom,2011-11-06 11:22:00,2011-11,106,471.84000000000003,5
574643,17387,United Kingdom,2011-11-06 11:25:00,2011-11,244,346.44,18
574653,12619,Germany,2011-11-06 11:30:00,2011-11,522,482.16,14
574654,15571,United Kingdom,2011-11-06 11:32:00,2011-11,102,196.43,30
574655,16466,United Kingdom,2011-11-06 11:35:00,2011-11,94,241.86,23
574656,16434,United Kingdom,2011-11-06 11:36:00,2011-11,111,233.79999999999998,16
574657,13772,United Kingdom,2011-11-06 11:43:00,2011-11,237,445.91,59
574659,16942,United Kingdom,2011-11-06 11:44:00,2011-11,97,209.74,31
574660,15407,United Kingdom,2011-11-06 11:55:00,2011-11,229,315.71,84
574661,13447,United Kingdom,2011-11-06 11:56:00,2011-11,166,430.3,22
574662,16676,United Kingdom,2011-11-06 12:01:00,2011-11,224,493.62,25
574663,13527,United Kingdom,2011-11-06 12:04:00,2011-11,178,426.37,40
574664,14482,United Kingdom,2011-11-06 12:07:00,2011-11,376,349.7,11
574665,16168,United Kingdom,2011-11-06 12:09:00,2011-11,102,156.54,3
574666,16168,United Kingdom,2011-11-06 12:10:00,2011-11,144,257.76,1
574667,15514,United Kingdom,2011-11-06 12:12:00,2011-11,371,555.39,31
574668,15514,United Kingdom,2011-11-06 12:12:00,2011-11,6,29.700000000000003,1
574669,13727,United Kingdom,2011-11-06 12:16:00,2011-11,120,223.08,14
574670,12838,United Kingdom,2011-11-06 12:20:00,2011-11,131,292.34000000000003,58
574671,16744,United Kingdom,2011-11-06 12:23:00,2011-11,46,113.03,27
574672,13532,United Kingdom,2011-11-06 12:25:00,2011-11,129,210.31,66
574673,15555,United Kingdom,2011-11-06 12:26:00,2011-11,584,420.42,102
574674,14404,United Kingdom,2011-11-06 12:30:00,2011-11,58,126.79999999999998,13
574675,17289,United Kingdom,2011-11-06 12:31:00,2011-11,248,438.17,49
574676,16243,United Kingdom,2011-11-06 12:32:00,2011-11,65,194.15,34
574677,16445,United Kingdom,2011-11-06 12:32:00,2011-11,111,230.51,62
574678,13365,United Kingdom,2011-11-06 12:36:00,2011-11,843,1524.77,89
574679,12645,Germany,2011-11-06 12:38:00,2011-11,259,464.32,14
574680,15078,United Kingdom,2011-11-06 12:40:00,2011-11,304,553.1,24
574681,15156,United Kingdom,2011-11-06 12:41:00,2011-11,268,317.8,20
574682,14963,United Kingdom,2011-11-06 12:44:00,2011-11,196,310.39,55
574683,16372,United Kingdom,2011-11-06 12:50:00,2011-11,162,344.13,84
574684,17581,United Kingdom,2011-11-06 12:56:00,2011-11,822,1349.69,55
574685,17581,United Kingdom,2011-11-06 12:59:00,2011-11,86,174.9,8
574686,17608,United Kingdom,2011-11-06 13:00:00,2011-11,228,187.62,53
574687,17581,United Kingdom,2011-11-06 13:02:00,2011-11,90,157.7,3
574688,17608,United Kingdom,2011-11-06 13:06:00,2011-11,4,5.8,1
574689,16372,United Kingdom,2011-11-06 13:08:00,2011-11,4,23.799999999999997,2
574690,12638,Sweden,2011-11-06 13:11:00,2011-11,577,671.69,39
574691,14174,United Kingdom,2011-11-06 13:17:00,2011-11,94,134.46,26
574692,16771,United Kingdom,2011-11-06 13:28:00,2011-11,81,144.3,15
574693,14553,United Kingdom,2011-11-06 13:32:00,2011-11,103,211.07,30
574694,12381,Norway,2011-11-06 13:36:00,2011-11,146,419.06,16
574695,17114,United Kingdom,2011-11-06 13:37:00,2011-11,22,114.14,13
574696,13634,United Kingdom,2011-11-06 13:40:00,2011-11,122,202.88,32
574697,16488,United Kingdom,2011-11-06 13:42:00,2011-11,109,144.23000000000002,7
574698,14039,United Kingdom,2011-11-06 13:48:00,2011-11,92,152.2,6
574699,13040,United Kingdom,2011-11-06 13:53:00,2011-11,167,303.25,21
574700,16033,United Kingdom,2011-11-06 13:53:00,2011-11,611,1193.34,156
574701,15426,United Kingdom,2011-11-06 13:54:00,2011-11,163,293.86,57
574702,15839,United Kingdom,2011-11-06 13:54:00,2011-11,135,258.13,13
574703,15426,United Kingdom,2011-11-06 13:59:00,2011-11,20,44.39,14
574704,15696,United Kingdom,2011-11-06 14:02:00,2011-11,233,719.61,43
574705,14553,United Kingdom,2011-11-06 14:06:00,2011-11,21,194.4,10
574706,16790,United Kingdom,2011-11-06 14:06:00,2011-11,232,294.24,15
574707,17107,United Kingdom,2011-11-06 14:08:00,2011-11,1296,2227.86,76
574708,17107,United Kingdom,2011-11-06 14:14:00,2011-11,10,70.8,1
574709,17768,United Kingdom,2011-11-06 14:14:00,2011-11,682,1000.0,52
574710,15427,United Kingdom,2011-11-06 14:17:00,2011-11,253,506.51,65
574711,14517,United Kingdom,2011-11-06 14:20:00,2011-11,18,78.0,4
574713,12628,Germany,2011-11-06 14:26:00,2011-11,106,237.57,11
574714,15427,United Kingdom,2011-11-06 14:29:00,2011-11,458,605.6,132
574715,14135,United Kingdom,2011-11-06 14:33:00,2011-11,93,346.35,6
574716,14502,United Kingdom,2011-11-06 14:33:00,2011-11,28,89.27,19
574717,18170,United Kingdom,2011-11-06 14:35:00,2011-11,160,324.8,8
574718,15513,United Kingdom,2011-11-06 14:36:00,2011-11,428,885.8000000000001,15
574719,14511,United Kingdom,2011-11-06 14:38:00,2011-11,260,365.15999999999997,17
574720,14547,United Kingdom,2011-11-06 14:39:00,2011-11,292,478.1,67
574721,17920,United Kingdom,2011-11-06 14:43:00,2011-11,192,324.64,69
574722,14502,United Kingdom,2011-11-06 14:45:00,2011-11,378,386.31,93
574723,15150,United Kingdom,2011-11-06 14:45:00,2011-11,34,102.84,5
574724,13759,United Kingdom,2011-11-06 14:47:00,2011-11,20,99.0,1
574725,15883,United Kingdom,2011-11-06 14:50:00,2011-11,72,143.76,20
574726,14664,United Kingdom,2011-11-06 14:56:00,2011-11,302,389.04,64
574727,15526,United Kingdom,2011-11-06 15:01:00,2011-11,22,128.54,3
574728,13719,United Kingdom,2011-11-06 15:02:00,2011-11,264,330.79,20
574729,15526,United Kingdom,2011-11-06 15:04:00,2011-11,2,19.9,1
574730,14824,United Kingdom,2011-11-06 15:08:00,2011-11,24,55.50000000000001,2
574731,17831,United Kingdom,2011-11-06 15:09:00,2011-11,12,35.400000000000006,2
574732,13523,United Kingdom,2011-11-06 15:11:00,2011-11,528,978.84,47
574733,17082,United Kingdom,2011-11-06 15:17:00,2011-11,733,1366.91,57
574734,15025,United Kingdom,2011-11-06 15:20:00,2011-11,189,377.01,66
574735,13155,United Kingdom,2011-11-06 15:41:00,2011-11,52,89.25999999999999,6
574736,17131,United Kingdom,2011-11-06 15:43:00,2011-11,36,113.39999999999999,2
574737,14868,United Kingdom,2011-11-06 15:53:00,2011-11,259,558.59,27
574738,12748,United Kingdom,2011-11-06 16:01:00,2011-11,139,249.64000000000001,28
574739,16357,United Kingdom,2011-11-06 16:04:00,2011-11,191,400.93,22
574740,12357,Switzerland,2011-11-06 16:07:00,2011-11,2708,6207.67,131
574741,15993,United Kingdom,2011-11-06 16:13:00,2011-11,274,439.88,101
574743,15351,United Kingdom,2011-11-06 16:14:00,2011-11,79,253.01999999999998,26
574744,16612,United Kingdom,2011-11-07 07:38:00,2011-11,112,317.36,15
574745,14911,EIRE,2011-11-07 08:26:00,2011-11,325,220.64,15
574746,16523,United Kingdom,2011-11-07 08:30:00,2011-11,198,676.8000000000001,8
574747,15618,United Kingdom,2011-11-07 08:34:00,2011-11,239,357.81,21
574749,15150,United Kingdom,2011-11-07 08:54:00,2011-11,373,550.55,33
574750,17164,United Kingdom,2011-11-07 09:12:00,2011-11,218,381.28000000000003,20
574751,17164,United Kingdom,2011-11-07 09:13:00,2011-11,27,44.85,2
574752,17164,United Kingdom,2011-11-07 09:14:00,2011-11,12,24.96,1
574754,17430,United Kingdom,2011-11-07 09:24:00,2011-11,130,153.16,9
574755,13078,United Kingdom,2011-11-07 09:28:00,2011-11,118,372.24,7
574756,13534,United Kingdom,2011-11-07 09:40:00,2011-11,128,306.2,11
574777,17761,United Kingdom,2011-11-07 10:23:00,2011-11,398,712.78,19
574824,13097,United Kingdom,2011-11-07 10:43:00,2011-11,184,531.14,25
574826,15870,United Kingdom,2011-11-07 10:58:00,2011-11,335,354.09000000000003,68
574827,14080,United Kingdom,2011-11-07 11:09:00,2011-11,48,45.599999999999994,4
574829,17389,United Kingdom,2011-11-07 11:16:00,2011-11,192,403.20000000000005,1
574830,16053,United Kingdom,2011-11-07 11:21:00,2011-11,790,387.76,21
574831,15522,United Kingdom,2011-11-07 11:26:00,2011-11,257,138.94,14
574832,17183,United Kingdom,2011-11-07 11:29:00,2011-11,226,630.0600000000001,9
574833,12827,United Kingdom,2011-11-07 11:29:00,2011-11,33,100.95,5
574834,13139,United Kingdom,2011-11-07 11:30:00,2011-11,266,718.9,23
574835,13139,United Kingdom,2011-11-07 11:31:00,2011-11,136,407.96000000000004,17
574836,17623,United Kingdom,2011-11-07 11:32:00,2011-11,265,527.0500000000001,33
574837,15785,United Kingdom,2011-11-07 11:33:00,2011-11,601,663.14,28
574838,12484,Spain,2011-11-07 11:37:00,2011-11,5,140.0,1
574839,15493,United Kingdom,2011-11-07 11:40:00,2011-11,107,419.9,60
574840,12748,United Kingdom,2011-11-07 11:41:00,2011-11,168,248.59,45
574841,14156,EIRE,2011-11-07 11:42:00,2011-11,30,397.43,5
574842,13890,United Kingdom,2011-11-07 11:55:00,2011-11,61,114.75,7
574844,12783,Portugal,2011-11-07 11:57:00,2011-11,89,222.26000000000002,13
574846,14702,United Kingdom,2011-11-07 11:59:00,2011-11,112,156.96,16
574852,15493,United Kingdom,2011-11-07 12:04:00,2011-11,91,263.15,32
574860,17857,United Kingdom,2011-11-07 12:10:00,2011-11,500,180.0,1
574861,17368,United Kingdom,2011-11-07 12:24:00,2011-11,65,166.92,14
574862,12408,Belgium,2011-11-07 12:27:00,2011-11,365,754.5,23
574863,15719,United Kingdom,2011-11-07 12:29:00,2011-11,373,616.83,90
574864,14387,United Kingdom,2011-11-07 12:29:00,2011-11,388,840.82,56
574866,12748,United Kingdom,2011-11-07 12:34:00,2011-11,289,252.27,45
574867,16817,United Kingdom,2011-11-07 12:39:00,2011-11,95,207.99,11
574868,13824,United Kingdom,2011-11-07 12:41:00,2011-11,108,269.1,10
574869,12708,Germany,2011-11-07 12:44:00,2011-11,140,280.77,16
574870,17811,United Kingdom,2011-11-07 12:52:00,2011-11,145,152.67000000000002,12
574871,14527,United Kingdom,2011-11-07 12:56:00,2011-11,29,148.82,16
574873,16362,United Kingdom,2011-11-07 13:01:00,2011-11,115,215.09,15
574874,14911,EIRE,2011-11-07 13:06:00,2011-11,335,332.36,12
574877,16637,United Kingdom,2011-11-07 13:17:00,2011-11,358,291.54,17
574878,14653,United Kingdom,2011-11-07 13:18:00,2011-11,21,131.79,6
574879,13014,United Kingdom,2011-11-07 13:22:00,2011-11,6,76.5,2
574880,18016,United Kingdom,2011-11-07 13:25:00,2011-11,341,370.25,17
574881,12832,United Kingdom,2011-11-07 13:30:00,2011-11,63,115.23,9
574882,13599,United Kingdom,2011-11-07 13:45:00,2011-11,218,490.79,56
574883,14623,United Kingdom,2011-11-07 13:56:00,2011-11,131,162.34,22
574884,15291,United Kingdom,2011-11-07 13:57:00,2011-11,48,204.0,1
574885,12472,Germany,2011-11-07 14:01:00,2011-11,137,268.08,10
574887,13717,United Kingdom,2011-11-07 14:13:00,2011-11,212,187.48,14
574888,16353,United Kingdom,2011-11-07 14:21:00,2011-11,174,637.5,6
574889,16353,United Kingdom,2011-11-07 14:22:00,2011-11,63,213.45000000000002,3
574890,18229,United Kingdom,2011-11-07 14:23:00,2011-11,176,414.6,8
574891,14606,United Kingdom,2011-11-07 14:28:00,2011-11,52,106.44,24
574892,14700,United Kingdom,2011-11-07 14:40:00,2011-11,484,677.6999999999999,36
574893,18036,United Kingdom,2011-11-07 14:40:00,2011-11,80,151.07999999999998,34
574895,16570,United Kingdom,2011-11-07 14:44:00,2011-11,112,435.82,9
574896,17014,United Kingdom,2011-11-07 14:51:00,2011-11,63,167.01,43
574898,16242,United Kingdom,2011-11-07 15:07:00,2011-11,528,848.22,54
574899,14426,United Kingdom,2011-11-07 15:10:00,2011-11,119,324.7,12
574901,17158,United Kingdom,2011-11-07 15:15:00,2011-11,317,568.42,28
574903,17302,United Kingdom,2011-11-07 15:27:00,2011-11,189,335.47,16
574907,17043,United Kingdom,2011-11-07 15:33:00,2011-11,246,641.36,31
574908,16009,United Kingdom,2011-11-07 15:37:00,2011-11,28,82.75999999999999,3
574909,13673,United Kingdom,2011-11-07 15:40:00,2011-11,55,213.6,34
574910,16348,United Kingdom,2011-11-07 15:44:00,2011-11,158,206.72,11
574911,14073,United Kingdom,2011-11-07 15:49:00,2011-11,130,151.04,13
574913,13323,United Kingdom,2011-11-07 16:00:00,2011-11,22,97.7,3
574914,17109,United Kingdom,2011-11-07 16:16:00,2011-11,142,182.83,46
574915,16779,United Kingdom,2011-11-07 16:17:00,2011-11,258,743.58,17
574916,16790,United Kingdom,2011-11-07 16:19:00,2011-11,68,177.3,10
574917,14135,United Kingdom,2011-11-07 16:30:00,2011-11,136,386.74,5
574919,16241,United Kingdom,2011-11-07 16:33:00,2011-11,52,102.3,6
574920,13985,United Kingdom,2011-11-07 16:34:00,2011-11,160,418.26,20
574921,16070,United Kingdom,2011-11-07 16:36:00,2011-11,251,686.85,19
574923,17757,United Kingdom,2011-11-07 16:40:00,2011-11,119,195.0,37
574933,18150,United Kingdom,2011-11-07 16:49:00,2011-11,96,153.3,11
574934,16717,United Kingdom,2011-11-07 16:50:00,2011-11,180,303.16,17
574935,13199,United Kingdom,2011-11-07 16:54:00,2011-11,284,301.04,4
574936,13066,United Kingdom,2011-11-07 17:06:00,2011-11,136,151.81,28
574937,15344,United Kingdom,2011-11-07 17:08:00,2011-11,15,151.95,6
574938,14911,EIRE,2011-11-07 17:15:00,2011-11,78,206.9,3
574939,17109,United Kingdom,2011-11-07 17:16:00,2011-11,8,19.59,5
574940,14929,United Kingdom,2011-11-07 17:21:00,2011-11,136,223.88,11
574942,15330,United Kingdom,2011-11-07 17:50:00,2011-11,568,394.56,5
574943,13026,United Kingdom,2011-11-08 07:52:00,2011-11,228,170.64,9
574944,13710,United Kingdom,2011-11-08 08:16:00,2011-11,176,180.48,8
574945,15434,United Kingdom,2011-11-08 08:18:00,2011-11,122,303.3,15
574947,16422,United Kingdom,2011-11-08 09:03:00,2011-11,664,750.24,10
574948,15805,United Kingdom,2011-11-08 09:07:00,2011-11,56,192.0,8
574949,14360,United Kingdom,2011-11-08 09:12:00,2011-11,139,210.95,16
574951,15763,United Kingdom,2011-11-08 09:44:00,2011-11,84,564.4300000000001,28
574952,13924,United Kingdom,2011-11-08 09:47:00,2011-11,123,172.33,10
574953,16187,United Kingdom,2011-11-08 09:50:00,2011-11,220,316.36,15
574956,16732,United Kingdom,2011-11-08 09:54:00,2011-11,317,603.75,28
574958,14050,United Kingdom,2011-11-08 10:00:00,2011-11,242,260.38,17
574959,17886,United Kingdom,2011-11-08 10:09:00,2011-11,256,503.35,56
574960,17091,United Kingdom,2011-11-08 10:17:00,2011-11,276,684.96,24
574961,12971,United Kingdom,2011-11-08 10:19:00,2011-11,150,94.74,9
574962,15194,United Kingdom,2011-11-08 10:26:00,2011-11,989,1421.67,37
574963,12919,United Kingdom,2011-11-08 10:27:00,2011-11,178,336.12,18
574964,13329,United Kingdom,2011-11-08 10:29:00,2011-11,288,484.79999999999995,10
574965,17964,United Kingdom,2011-11-08 10:44:00,2011-11,106,209.94,53
574966,14901,United Kingdom,2011-11-08 10:50:00,2011-11,48,132.64000000000001,7
574994,17870,United Kingdom,2011-11-08 11:03:00,2011-11,62,143.11,15
575003,15950,United Kingdom,2011-11-08 11:09:00,2011-11,161,418.29,21
575007,14140,United Kingdom,2011-11-08 11:20:00,2011-11,517,540.99,40
575017,17219,United Kingdom,2011-11-08 11:25:00,2011-11,89,114.23,24
575027,13199,United Kingdom,2011-11-08 11:29:00,2011-11,80,125.92,2
575034,15573,United Kingdom,2011-11-08 11:38:00,2011-11,143,196.75,41
575036,15249,United Kingdom,2011-11-08 11:45:00,2011-11,199,407.55,20
575037,16066,United Kingdom,2011-11-08 11:51:00,2011-11,233,390.85,19
575038,18135,United Kingdom,2011-11-08 11:51:00,2011-11,96,171.84,1
575039,15005,United Kingdom,2011-11-08 11:53:00,2011-11,245,327.22,46
575040,13381,United Kingdom,2011-11-08 11:58:00,2011-11,388,657.08,33
575041,17289,United Kingdom,2011-11-08 12:01:00,2011-11,138,338.88,19
575043,13047,United Kingdom,2011-11-08 12:06:00,2011-11,1,4.95,1
575045,14910,United Kingdom,2011-11-08 12:09:00,2011-11,54,101.64,6
575046,15039,United Kingdom,2011-11-08 12:09:00,2011-11,163,246.20999999999998,18
575049,12721,France,2011-11-08 12:13:00,2011-11,409,614.3199999999999,35
575050,16505,United Kingdom,2011-11-08 12:14:00,2011-11,576,777.6,4
575051,15957,United Kingdom,2011-11-08 12:14:00,2011-11,211,428.89,40
575053,16945,United Kingdom,2011-11-08 12:18:00,2011-11,24,56.6,3
575054,16945,United Kingdom,2011-11-08 12:18:00,2011-11,164,350.64,22
575059,14071,United Kingdom,2011-11-08 12:25:00,2011-11,115,152.53,45
575060,13089,United Kingdom,2011-11-08 12:29:00,2011-11,387,1095.29,45
575061,14524,United Kingdom,2011-11-08 12:29:00,2011-11,26,111.9,2
575062,17651,United Kingdom,2011-11-08 12:30:00,2011-11,190,303.28000000000003,15
575063,16764,United Kingdom,2011-11-08 12:32:00,2011-11,143,355.77,71
575066,13668,United Kingdom,2011-11-08 12:42:00,2011-11,106,150.92,13
575067,12583,France,2011-11-08 12:45:00,2011-11,461,774.45,24
575068,14282,United Kingdom,2011-11-08 12:46:00,2011-11,170,249.7,15
575069,17637,United Kingdom,2011-11-08 12:51:00,2011-11,65,208.11,11
575070,17841,United Kingdom,2011-11-08 12:58:00,2011-11,450,796.64,123
575071,12990,United Kingdom,2011-11-08 13:01:00,2011-11,70,145.6,6
575072,14560,United Kingdom,2011-11-08 13:10:00,2011-11,44,60.599999999999994,3
575073,13975,United Kingdom,2011-11-08 13:10:00,2011-11,552,741.22,93
575074,15356,United Kingdom,2011-11-08 13:11:00,2011-11,94,150.04,28
575075,13975,United Kingdom,2011-11-08 13:19:00,2011-11,213,287.35,23
575076,16639,United Kingdom,2011-11-08 13:20:00,2011-11,351,786.36,30
575077,15406,United Kingdom,2011-11-08 13:22:00,2011-11,124,258.42,10
575078,17633,United Kingdom,2011-11-08 13:25:00,2011-11,146,320.34000000000003,17
575080,14676,United Kingdom,2011-11-08 13:29:00,2011-11,408,377.28,5
575083,18123,United Kingdom,2011-11-08 13:31:00,2011-11,392,323.47999999999996,13
575085,12849,United Kingdom,2011-11-08 13:41:00,2011-11,109,346.39,14
575086,16618,United Kingdom,2011-11-08 13:52:00,2011-11,592,1206.3,42
575087,16549,United Kingdom,2011-11-08 13:57:00,2011-11,106,279.74,75
575088,13272,United Kingdom,2011-11-08 14:00:00,2011-11,24,135.6,7
575089,13437,United Kingdom,2011-11-08 14:02:00,2011-11,264,422.04,24
