stock_code,description,revenue,quantity,orders,customers,avg_unit_price
90161D,ANT COPPER PINK BOUDICCA BRACELET,153.45,31,9,6,4.95
90201C,RED ENAMEL FLOWER RING,153.4,52,12,12,2.9500000000000006
18094C,WHITE AND BLUE CERAMIC OIL BURNER,153.1,134,15,13,1.1966666666666665
17107D,FLOWER FAIRY 5 DRAWER LINERS,153.0,60,20,18,2.55
21145,ANTIQUE GLASS PLACE SETTING,152.5,122,8,8,1.25
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,5,2.81
85211,S/4 GROOVY CAT MAGNETS,151.92,142,17,15,1.2321052631578948
22032,BOTANICAL LILY GREETING CARD,151.62,361,31,28,0.42
22538,MINI JIGSAW GO TO THE FAIR,151.5,387,26,25,0.41148148148148145
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,151.25,121,15,15,1.25
22415,WHITE TISSUE REAM,151.05,19,13,13,7.950000000000001
23196,RETRO LEAVES MAGNETIC NOTEPAD,150.79999999999998,104,17,17,1.45
35967,FOLK ART METAL STAR T-LIGHT HOLDER,150.54,381,29,24,0.39655172413793105
47471,RAINBOW PEGS PHOTO CLIP STRING,150.18,264,24,19,0.7030769230769232
35915B,BLUE KNITTED HEN ,150.15,91,14,14,1.65
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,10,10,10.05
84963B,BLUE PAINTED KASHMIRI CHAIR,149.85000000000002,3,1,1,49.95
85168B,BLACK BAROQUE CARRIAGE CLOCK,149.67,17,7,5,9.06142857142857
23256,KIDS CUTLERY SPACEBOY ,149.4,36,8,8,4.15
23254,KIDS CUTLERY DOLLY GIRL ,149.4,36,8,8,4.15
84711B,PINK OVAL SHAPE TRINKET BOX,149.25,15,8,7,9.95
21117,BLOND DOLL DOORSTOP,149.25,115,14,11,1.5735294117647058
21721,CANDY SHOP  STICKER SHEET,148.75,175,20,19,0.85
21001,ROSE DU SUD WASHBAG ,148.75,25,12,12,5.950000000000001
90119,METALIC LEAVES BAG CHARMS,148.32,60,15,3,2.4768749999999997
21028,NINJA RABBIT BLACK,148.29,116,21,15,1.52
84712B,PINK JEWELLED PHOTO FRAME,147.87,19,11,9,7.805454545454546
85146,JARDIN ETCHED GLASS SMALL BELL JAR,147.85000000000002,43,8,8,3.6166666666666663
84683,CLASSICAL ROSE CANDLESTAND,147.35000000000002,187,7,6,0.9928571428571429
21196,ROUND WHITE CONFETTI IN TUBE,146.85,89,9,9,1.65
46000R,POLYESTER FILLER PAD 45x30cm,146.45,101,37,22,1.45
22202,MILK PAN PINK POLKADOT,146.25,39,17,16,3.75
21459,YELLOW EASTER EGG HUNT START POST,146.25,75,18,16,1.9500000000000002
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,146.21,38,6,6,4.368333333333333
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,146.04,558,7,7,0.32142857142857145
90160B,RED BOUDICCA LARGE BRACELET,145.95,21,8,7,6.95
72128,COLUMBIAN CANDLE ROUND,145.53,189,33,28,0.8372727272727273
84508B,STRIPES DESIGN TEDDY,145.35,57,30,21,2.55
47343A,FUSCHIA FLOWER PURSE WITH BEADS,145.17000000000002,159,14,13,0.9714285714285714
84247E,PACK OF 12 CHRISTMAS FUN CARDS,144.55,49,13,13,2.95
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,144.5,34,10,8,4.25
84688,BEACH HUT DESIGN BLACKBOARD,144.5,34,8,7,4.25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,143.75,115,16,15,1.25
84192,ASSORTED COLOUR METAL CAT ,143.75,115,25,19,1.25
21332,MOROCCAN BEATEN METAL MIRROR,143.3,14,8,8,10.55
23292,SPACE BOY CHILDRENS CUP,143.3,130,5,5,1.21
79190A,RETRO PLASTIC 70'S TRAY,142.8,340,34,24,0.42
21132,SILVER STANDING GNOME   ,142.75,35,16,13,3.875
90143,SILVER BRACELET W PASTEL FLOWER,142.5,19,7,7,7.5
21369,MIRRORED WALL ART SPLODGES,142.5,98,13,12,1.6346153846153846
20837,FRENCH FLORAL CUSHION COVER ,142.47000000000003,141,15,14,0.9713333333333334
23694,PAISLEY PARK CARD,141.84,348,24,23,0.4175
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,141.60000000000002,48,7,7,2.95
22408,MONEY BOX CONFECTIONERY DESIGN,141.5,137,22,20,1.1904347826086956
22033,BOTANICAL ROSE GREETING CARD,141.12,336,21,20,0.42000000000000004
84247G,"DECOUPAGE,GREETING CARD,",141.12,336,23,17,0.42
20836,FRENCH PAISLEY CUSHION COVER,141.10000000000002,170,17,14,0.83
20659,ECONOMY LUGGAGE TAG,140.81,95,29,18,1.540625
16054,POPART RECT PENCIL SHARPENER ASST,140.52,1166,33,29,0.1290909090909091
21331,MOROCCAN BEATEN METAL DISH LARGE,140.25,11,7,7,12.75
21555,CERAMIC STRAWBERRY TRINKET TRAY,140.25,55,12,11,2.55
20757,RED DAISY POCKET BOOK ,140.18,164,30,30,0.8736363636363635
23091,METAL HERB GERDEN CONTAINER,139.68,24,5,5,6.078
82011B,BATHROOM SCALES RUBBER DUCKS,139.35,41,19,11,3.6657894736842107
21344,MOROCCAN BEATEN METAL DISH,139.29999999999998,14,5,5,9.95
84711A,SILVER OVAL SHAPE TRINKET BOX,139.29999999999998,14,7,7,9.95
75011,BLUE DAISY MOBILE,138.76,172,12,9,0.7999999999999999
21851,LILAC DIAMANTE PEN IN GIFT BOX,138.72,26,15,12,5.617999999999999
84429A,MEDIUM PINK BUDDHA HEAD ,138.65,47,14,13,2.95
90201A,PURPLE ENAMEL FLOWER RING,138.65,47,11,11,2.95
35653,VINTAGE BEAD NOTEBOOK,138.65,47,17,11,2.95
35922,EASTER BUNNY WREATH,138.6,28,10,10,4.95
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,71,9,9,1.9500000000000002
16168M,FUNKY MONKEY GIFT BAG MEDIUM,138.18,329,20,19,0.42000000000000004
17038,PORCELAIN BUDAH INCENSE HOLDER,138.1,1501,19,18,0.09526315789473684
20618,QUEEN OF THE SKIES PASSPORT COVER ,137.88,68,28,20,2.0707142857142857
23417,BATHROOM HOOK,137.76,140,21,21,1.1345454545454545
20617,FIRST CLASS PASSPORT COVER ,137.74,66,26,20,2.224615384615385
22769,CHALKBOARD KITCHEN ORGANISER,137.7,6,3,3,23.95
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22,80,5,5,1.8150000000000002
20758,ABSTRACT CIRCLES POCKET BOOK,136.85,161,41,35,0.85
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,6,6,1.25
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,136.0,32,8,7,4.25
85118,HEART T-LIGHT HOLDER,135.74,142,6,5,1.105
90201D,GREEN ENAMEL FLOWER RING,135.70000000000002,46,9,9,2.95
84631,FRUIT TREE AND BIRDS WALL PLAQUE,135.15,17,9,7,7.95
20694,FLORAL PINK MONSTER,135.0,36,10,9,3.75
84744,S/6 SEW ON CROCHET FLOWERS,135.0,108,18,17,1.25
21942,SKULLS DESIGN FLANNEL,134.54999999999998,161,23,14,0.83
22869,NUMBER TILE COTTAGE GARDEN 1,134.54999999999998,69,19,18,1.95
46000U,POLYESTER FILLER PAD 30CMx30CM,133.75,107,26,16,1.25
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,133.35,21,10,8,6.35
84661A,WHITE SQUARE TABLE CLOCK,132.99,94,11,10,2.129090909090909
21738,COSY SLIPPER SHOES SMALL  RED ,132.75,45,18,17,2.95
84508C,BLUE CIRCLES DESIGN TEDDY,132.6,52,20,14,2.55
62096A,PINK/YELLOW FLOWERS HANDBAG,132.5,106,8,7,1.25
21401,BLUE PUDDING SPOON,132.29999999999998,1010,58,48,0.15050847457627117
84638,SMALL KITCHEN FLOWER POTS PLAQUE,132.05,19,12,11,6.95
23081,GREEN METAL BOX TOP SECRET,132.0,16,4,4,8.25
23066,SMALL JEWELLERY STAND,132.0,16,6,6,8.25
23465,TUSCAN VILLA BIRD FEEDER,132.0,16,8,8,8.25
79030G,"TUMBLER, NEW ENGLAND",131.94,138,11,11,1.1918181818181817
90030B,RED KUKUI COCONUT SEED NECKLACE,131.8,112,15,13,1.3299999999999998
90120C,GREEN MURANO TWIST BRACELET,131.75,31,7,6,4.25
79191B,RETRO PLASTIC POLKA TRAY,130.9,154,26,23,0.8499999999999999
22870,NUMBER TILE COTTAGE GARDEN 2,130.65,67,15,14,1.95
22124,SET OF 2 TEA TOWELS PING MICROWAVE,130.37,79,23,14,2.31625
22395,PAPERWEIGHT VINTAGE PAISLEY,130.26,134,15,15,1.3153333333333335
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,129.94,222,12,9,1.3358333333333332
85185B,PINK HORSE SOCK PUPPET KIT,129.8,44,14,13,2.95
20823,GOLD WINE GOBLET,129.56,164,7,6,0.79
21319,GLASS CHALICE GREEN  SMALL ,129.51,147,12,12,1.2133333333333332
21368,MIRRORED WALL ART LADIES,129.15,161,30,25,0.8693548387096774
20826,SILVER APERITIF GLASS,128.4,276,8,7,0.8225
85095,THREE CANVAS LUGGAGE TAGS,128.26,66,10,9,2.356
84993A,75 GREEN PETIT FOUR CASES,128.1,305,33,30,0.42
84800S,SMALL WHITE/PINK ROSE ART FLOWER,127.57,113,9,9,1.2120000000000002
90198B,VINTAGE ROSE BEAD BRACELET BLACK,127.5,30,11,11,4.25
84882,GREEN WIRE STANDING CANDLE HOLDER,127.5,34,15,12,3.75
21025,SPACE FROG,127.25,100,16,14,1.465
85130A,BEADED PEARL HEART WHITE LARGE,127.05,77,10,10,1.65
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,127.0,20,10,10,6.35
72130,COLUMBIAN CANDLE ROUND,126.78999999999999,215,24,20,0.6356
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,6,1.95
23020,GLASS SONGBIRD STORAGE JAR,126.7,11,3,3,12.049999999999999
20654,FIRST CLASS LUGGAGE TAG ,126.69,105,23,21,1.2341666666666666
85067,CREAM SWEETHEART WALL CABINET,126.65,7,5,5,18.55
85202,HANGING WOOD AND FELT HEART,126.0,300,39,34,0.42
22263,FELT EGG COSY LADYBIRD ,125.67999999999999,256,18,14,0.8671428571428572
23065,LARGE JEWELLERY STAND,125.0,10,4,4,12.5
90210D,PURPLE ACRYLIC FACETED BANGLE,125.0,104,5,4,1.15
90145,SILVER HOOP EARRINGS WITH FLOWER,124.95,21,11,7,5.95
84510C,SET OF 4 POLKADOT COASTERS,124.92,98,32,25,1.3211764705882354
85129B,BEADED CRYSTAL HEART GREEN SMALL,124.11,101,16,10,1.389375
72799C,PINK PILLAR CANDLE SILVER FLOCK,123.68,80,18,17,2.23
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,123.21,93,19,18,1.4510526315789474
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,2,3.95
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7,7,0.38
85094,CANDY SPOT EGG WARMER RABBIT,122.94,502,30,29,0.29258064516129034
23457,LARGE PARLOUR FRAME,122.85,27,2,2,4.725
20616,CHERRY BLOSSOM PASSPORT COVER,122.78,134,25,19,1.3172
85055,FRENCH ENAMEL UTENSIL HOLDER,122.75,37,10,9,3.6700000000000004
84877D,BLUE ROUND COMPACT MIRROR,122.5,88,11,11,1.6666666666666667
21027,NINJA RABBIT PINK,122.45,101,17,16,1.24
20735,BLACK MINI TAPE MEASURE ,121.3,158,30,11,0.8456666666666667
44234,ASSORTED CIRCULAR MOBILE,121.04999999999998,645,19,17,0.20739130434782607
20845,ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,19,11,7,6.35
85131B,BEADED CRYSTAL HEART GREEN ON STICK,120.38,142,13,2,0.8946153846153846
22104,MIRROR MOSAIC CANDLE PLATE,120.07,151,12,9,1.3641666666666667
23438,GIFT BAG LARGE SPOT ,120.0,96,6,6,1.25
20696,FLORAL SOFT CAR TOY,120.0,32,10,10,3.75
35972,DAISY FOLKART HEART DECORATION,120.0,96,16,14,1.25
23463,VINTAGE ZINC WATERING CAN,119.39999999999999,12,7,7,9.95
85087,CANDY SPOT CUSHION COVER,119.36000000000001,40,7,7,2.9985714285714287
85135A,YELLOW DRAGONFLY HELICOPTER,119.25,15,6,6,7.95
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11,11,5.95
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,6,1.95
23280,FOLDING MIRROR HOT PINK ,118.92000000000002,156,5,5,0.808
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,14,14,1.95
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,7,1.95
21698,MOCK LOBSTER FRIDGE MAGNET,116.61999999999999,266,22,22,0.49454545454545457
23185,FRENCH STYLE STORAGE JAR JAM,116.58999999999999,323,30,27,0.3496875
72780,BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,20,18,0.85
51020A,SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18,16,0.5566666666666666
21826,EIGHT PIECE DINOSAUR SET,116.25,93,18,16,1.25
47310M,"SMALL POP BOX,FUNKY MONKEY",116.25,93,13,8,1.25
90210C,RED   ACRYLIC FACETED BANGLE,115.9,94,5,5,1.49
84865,NEW BAROQUE BLACK PHOTO ALBUM,115.55,26,11,8,5.7250000000000005
23209,LUNCH BAG VINTAGE DOILEY ,115.5,70,4,4,1.65
21418,STARFISH SOAP DISH,115.25,59,12,11,2.0084615384615385
10080,GROOVY CACTUS INFLATABLE,114.41,291,21,19,0.41190476190476194
84673B,BLUE FLY SWAT,114.21,135,42,31,0.86
23535,WALL ART BICYCLE SAFTEY ,114.15,21,3,3,5.75
90191,SILVER LARIAT 40CM,113.9,22,7,7,8.55
90192,JADE DROP EARRINGS W FILIGREE,113.85000000000001,23,8,5,4.95
47518F,ICON PLACEMAT POP ART ELVIS,113.64,827,28,19,0.14142857142857143
85131D,BEADED CRYSTAL HEART PINK ON STICK,113.09,115,12,5,1.005
84925F,PSYCHEDELIC WALL THERMOMETER,112.48,80,14,14,1.9633333333333334
84846A,SCENTED CANDLE IN DIGITALIS TIN,111.30000000000001,53,10,9,2.1
84576,BLUE CAT BISCUIT BARREL PINK HEART,111.14999999999999,57,9,8,1.9500000000000002
22882,NUMBER TILE VINTAGE FONT 3,110.28999999999999,83,20,13,1.8079999999999998
23496,PANTRY KITCHEN THERMOMETER ,110.0,88,22,21,1.25
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,109.80000000000001,24,10,9,4.4
84595E,LARGE TORTILLA DESIGN RED BOWL,109.8,64,9,8,2.1166666666666667
21400,RED PUDDING SPOON,109.74,837,48,42,0.1575
21278,VINTAGE KITCHEN PRINT PUDDINGS,109.65,43,7,7,2.55
35638B,PINK/BLUE STRING CURTAIN ,109.2,56,4,4,1.95
22877,NUMBER TILE COTTAGE GARDEN 9,109.2,56,13,12,1.9499999999999997
23578,SNACK TRAY RED GINGHAM,109.2,56,11,11,1.95
22878,NUMBER TILE COTTAGE GARDEN No,109.2,52,11,10,2.1
20655,QUEEN OF SKIES LUGGAGE TAG,109.11,89,34,20,1.31
21814,HEART T-LIGHT HOLDER ,108.75,75,12,11,1.45
90199C,5 STRAND GLASS NECKLACE CRYSTAL,107.94999999999999,17,7,7,6.35
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,6,4.15
17090A,LAVENDER INCENSE 40 CONES IN TIN,107.45,109,10,9,1.17
84228,HEN HOUSE W CHICK STANDING,107.39999999999999,270,16,13,0.416875
22872,NUMBER TILE COTTAGE GARDEN 4,107.25,55,13,13,1.9499999999999997
21904,HOUSE WRECKING METAL SIGN ,107.10000000000001,51,23,21,2.1
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,2,2.6900000000000004
21518,BANK ACCOUNT  GREETING  CARD ,106.98,265,17,16,0.41647058823529415
22135,MINI LADLE LOVE HEART PINK,106.98,243,45,20,0.4645652173913043
23151,ZINC SWEETHEART SOAP DISH,106.9,60,19,18,1.98
23477,WOODLAND LARGE BLUE FELT HEART,106.25,85,8,8,1.25
85215,ASSORTED CHEESE FRIDGE MAGNETS,105.94999999999999,163,8,8,0.65
20775,DAISY NOTEBOOK ,105.6,64,20,19,1.65
22868,NUMBER TILE COTTAGE GARDEN 0 ,105.3,54,10,10,1.95
22874,NUMBER TILE COTTAGE GARDEN 6,105.3,54,11,10,1.95
16052,TEATIME PUSH DOWN RUBBER,105.28999999999999,467,6,5,0.305
23574,PACKING CHARGE,105.0,14,14,9,7.5
22039,BOTANICAL LILY GIFT WRAP,105.0,250,7,6,0.42
84748,FOLK FELT HANGING MULTICOL GARLAND,105.0,28,8,7,3.75
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,14,13,2.55
21157,RED RETROSPOT WASHBAG,102.9,49,14,12,2.1
22881,NUMBER TILE VINTAGE FONT 2,102.49,79,13,9,1.7315384615384615
22885,NUMBER TILE VINTAGE FONT 6 ,102.49,79,12,10,1.7133333333333332
21366,MIRRORED WALL ART PHOTO FRAMES,102.0,24,10,9,4.25
90148,LONG SILVER NECKLACE PASTEL FLOWER,102.0,8,5,5,12.75
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,102.0,120,21,21,0.85
90196A,PURPLE GEMSTONE NECKLACE 45CM,102.0,8,5,5,12.75
35819B,"ACRYLIC HANGING JEWEL,BLUE",101.84,268,22,19,0.38
22871,NUMBER TILE COTTAGE GARDEN 3 ,101.39999999999999,52,10,10,1.95
47594A,CAROUSEL DESIGN WASHBAG,101.39999999999999,52,26,26,1.9499999999999997
22876,NUMBER TILE COTTAGE GARDEN 8,101.39999999999999,52,11,11,1.95
84509E,SET OF 4 CAROUSEL PLACEMATS ,101.06,70,8,7,2.385
16033,MINI HIGHLIGHTER PENS,100.80000000000001,840,4,4,0.12
20796,SMALL BLUE PROVENCAL CERAMIC BALL,100.64999999999999,61,8,8,1.65
22883,NUMBER TILE VINTAGE FONT 4,100.53999999999999,78,11,9,1.6918181818181817
35818P,"ACRYLIC JEWEL ICICLE, PINK",100.32000000000001,264,17,15,0.38
84247E,PACK/12 XMAS FUN CARD,100.30000000000001,34,10,10,2.95
85129C,BEADED CRYSTAL HEART BLUE SMALL,99.88,77,12,8,1.5525
22875,NUMBER TILE COTTAGE GARDEN 7,99.45,51,14,14,1.95
17091A,LAVENDER INCENSE IN TIN,99.28999999999999,172,25,19,0.7815384615384615
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,7,8.25
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,99.0,60,5,5,1.65
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,4,8.25
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,98.44999999999999,11,7,7,8.95
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,5,3.9499999999999997
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,11,1.0645454545454545
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,5,2.1
22812,PACK 3 BOXES CHRISTMAS PANETTONE,95.67,39,12,9,2.495
79190D,RETRO PLASTIC DAISY TRAY,95.34,227,25,16,0.42
90195A,PURPLE GEMSTONE BRACELET,95.2,16,7,7,6.378571428571428
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,95.0,76,11,11,1.25
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,4,3.95
22884,NUMBER TILE VINTAGE FONT 5,94.69,75,16,12,1.7725
84898F,YELLOW FLOWERS FELT HANDBAG KIT,94.5,45,18,15,2.1
46776F,WOVEN ROSE GARDEN CUSHION COVER ,94.05000000000001,19,8,6,4.95
90125A,PINK BERTIE GLASS BEAD BAG CHARM,93.89999999999999,109,6,4,1.0583333333333333
23402,HOME SWEEET HOME 3 PEG HANGER ,93.75,25,4,4,3.75
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,93.5,11,7,7,8.5
22602,CHRISTMAS RETROSPOT HEART WOOD,93.5,110,10,10,0.85
90185A,AMBER DIAMANTE EXPANDABLE RING,93.5,22,5,5,4.25
85167B,BLACK GRAND BAROQUE PHOTO FRAME,93.0,48,7,7,3.392857142857143
22886,NUMBER TILE VINTAGE FONT 7,92.74,74,13,8,1.7315384615384615
20731,POSY CANDY BAG,92.5,74,8,8,1.25
20795,LARGE BLUE PROVENCAL CERAMIC BALL,92.4,44,8,6,2.1
20773,BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23,21,1.6499999999999997
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,92.08,96,32,30,1.1444444444444446
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,1,2.55
22873,NUMBER TILE COTTAGE GARDEN 5,91.64999999999999,47,13,12,1.9499999999999997
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,5,4.15
90032,IVORY SHELL HEART NECKLACE,90.67,19,6,4,5.73
85230F,JASMINE VOTIVE CANDLE,90.33999999999999,338,12,11,0.27666666666666667
21690,SILVER  CANDLEPOT JARDIN ,90.0,24,7,6,3.75
37343,POLKADOT MUG PINK ,89.7,62,8,8,1.4925
85179C,PINK BITTY LIGHT CHAIN,89.65,69,7,7,1.7357142857142858
90010E,AMBER GLASS/SILVER BRACELET,89.5,10,7,7,8.95
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,5,5,8.95
90185C,BLACK DIAMANTE EXPANDABLE RING,89.25,21,5,5,4.25
21281,VINTAGE KITCHEN PRINT SEAFOOD,89.24999999999999,35,6,6,2.55
90019A,SILVER M.O.P ORBIT BRACELET,89.10000000000001,18,9,8,4.95
22880,NUMBER TILE VINTAGE FONT 1,88.84,72,11,8,1.7133333333333332
21678,PAISLEY PATTERN  STICKERS,88.39999999999999,104,16,16,0.85
84984A,GREEN PEONY CUSHION COVER,88.35,19,6,4,4.65
21370,MIRRORED WALL ART FOXY,88.2,15,8,7,4.94
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",87.45,11,4,4,7.95
23442,12 HANGING EGGS HAND PAINTED,87.36,42,7,7,2.08
90180A,BLACK+WHITE NECKLACE W TASSEL,87.35,13,5,5,8.55
21420,OYSTER TRINKET BOX,87.12,48,13,12,2.9219999999999997
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23,20,1.1656521739130437
20774,GREEN FERN NOTEBOOK,85.8,52,22,21,1.65
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,8,1.53
90200C,BLUE SWEETHEART BRACELET,85.0,20,6,6,4.25
90120B,BLUE MURANO TWIST BRACELET,85.0,20,5,5,4.25
21032,SPACE CADET WHITE,84.88,65,15,13,1.476875
84527,FLAMES SUNGLASSES PINK LENSES,84.45,47,6,6,1.9000000000000001
35933,PINK STOCKING CHRISTMAS DECORATION,84.36,222,16,15,0.38
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,84.15,17,5,3,4.95
23456,MEDIUM PARLOUR FRAME ,84.1,22,2,2,3.95
16169K,WRAP FOLK ART,84.0,200,8,8,0.42
35920,FOUR RABBIT EASTER DECORATIONS,83.75,67,11,11,1.25
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",83.75,67,14,13,1.25
84531B,BLUE KNITTED EGG COSY,83.46,150,25,24,0.75
90123A,PINK HEART OF GLASS BRACELET,83.3,14,8,8,5.95
21003,ROSE DU SUD CUSHION COVER,82.55,13,6,6,6.349999999999999
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,5,3.55
16049,TEATIME GEL PENS ASST,82.08,504,5,5,0.24
21349,IVY HEART WREATH,81.0,12,7,7,6.75
35915C,PEACH KNITTED HEN ,80.85000000000001,49,8,8,1.65
21095,SET/6 POSIES PAPER PLATES,80.75,95,9,9,0.85
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,80.75,14,4,4,7.4375
90175A,WHITE GLASS CHUNKY CHARM BRACELET,80.55,9,8,6,8.95
90175C,BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6,6,8.95
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3,1.25
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,79.8,38,5,5,2.1
90162B,ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,10,7,2.95
90014B,GOLD M PEARL  ORBIT NECKLACE,79.6,8,6,5,9.95
90014A,SILVER/MOP ORBIT NECKLACE,79.6,8,7,5,9.95
20821,GOLDIE LOOKING MIRROR,79.2,16,5,5,4.95
23464,VINTAGE ZINC WATERING CAN SMALL,79.2,16,6,6,4.95
84507B,STRIPES DESIGN MONKEY DOLL,79.05,31,14,10,2.55
84984B,RED PEONY CUSHION COVER ,79.05,17,5,4,4.65
84685,BEACH HUT KEY CABINET,78.75,21,9,6,3.75
84847,FLORAL BATHROOM SET,78.75,21,11,9,3.75
85131C,BEADED CRYSTAL HEART BLUE ON STICK,78.71,73,11,5,1.0036363636363637
23497,CLASSIC CROME BICYCLE BELL ,77.4,60,2,2,1.35
90123C,GREEN HEART OF GLASS BRACELET,77.35,13,5,5,5.95
22887,NUMBER TILE VINTAGE FONT 8,77.14,66,11,8,1.6918181818181817
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,76.5,9,8,6,8.5
20657,TROPICAL LUGGAGE TAG,76.39,61,22,20,1.3513636363636363
20941,FROG CANDLE,76.25,61,17,13,1.25
90170,DAISY HAIR BAND,75.9,46,6,6,1.6499999999999997
21372,MIRRORED WALL ART TABLE LAMP,75.73,67,25,18,1.3292000000000002
23467,VINTAGE ZINC PLANTER  ,75.66999999999999,23,5,5,3.29
79403,FROSTED WHITE BASE ,75.64999999999999,89,11,9,0.85
20798,CLEAR MILKSHAKE GLASS,75.60000000000001,36,5,5,2.1
84870C,GREEN GEISHA GIRL ,75.0,20,10,10,3.75
23061,VINTAGE ENGRAVED HEART,75.0,60,4,4,1.25
84870B,BLUE GEISHA GIRL ,75.0,20,10,9,3.75
85096,HILDA CANDY SPOT RABBIT,75.0,20,11,10,3.75
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",74.85,3,2,2,24.95
23068,ALUMINIUM HEART,74.7,30,6,6,2.49
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,5,4.15
90081A,LILY BROOCH AMETHYST COLOUR,74.25,15,8,7,4.95
20997,ROSE DU SUD CUSHION COVER ,74.25,15,5,4,4.95
46776B,WOVEN BERRIES CUSHION COVER ,74.25,15,7,6,4.95
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74.0,74,8,8,1.0
20699,MOUSEY LONG LEGS SOFT TOY,73.95,29,11,11,2.55
20898,VINTAGE NOTEBOOK TRAVELOGUE,73.75,25,4,4,2.95
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,73.75,25,9,9,2.95
20622,VIP PASSPORT COVER ,73.5,35,11,8,2.1
17084P,DRAGONS BLOOD INCENSE,73.29,349,13,12,0.21
72801D,4 SKY BLUE DINNER CANDLES,72.5,58,12,10,1.25
22416,SET OF 36 SPACEBOY PAPER DOILIES,72.5,50,7,7,1.45
46000P,POLYESTER FILLER PAD 65CMx65CM,72.25,17,5,5,4.25
90018A,SILVER M.O.P ORBIT DROP EARRINGS,72.25,17,9,8,4.25
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,7,1.0
84927E,FLOWERS TILE HOOK,71.82,57,11,10,1.53
84531A,PINK KNITTED EGG COSY,71.75999999999999,140,25,24,0.6900000000000001
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,71.69999999999999,6,6,6,11.949999999999998
